segclass,funclass,x,y
5,L,6318289.565,1996478.28
5,L,6321598.997,1850588.5
5,L,6478556.45,1829049.357
P,P,6279654.278,1853260.437
P,P,6283172.182,1856134.311
P,P,6284888.5,1852458.999
P,P,6284888.5,1852269.999
P,P,6270728.736,1858651.665
P,P,6271276.997,1858780.495
5,L,6267215.773,1855926.16
P,P,6273692.664,1852698.734
P,P,6275391.942,1853227.856
P,P,6275310.673,1853110.236
M,M,6221241.317,2057714.24
5,L,6220991.456,2057578.875
M,M,6220089.058,2057716.679
5,L,6315029.7,1858427.996
5,L,6452672.372,1988750.573
5,L,6350062.765,2081854.76
M,M,6188243.682,2082657.578
M,M,6293834.208,1829895.251
M,M,6294044.354,1828707.216
M,M,6293606.578,1828539.463
4,C,6413839.474,1883161.124
M,M,6194156.205,2083896.046
M,M,6199166.387,2083324.943
Z,7,6302541.662,1932822.391
M,M,6293656.461,1828318.974
Z,7,6319901.315,2021999.292
Z,7,6350067.549,1792794.52
5,L,6317432.791,1994737.742
M,M,6171083.501,2097884.074
M,M,6167345.639,2099724.916
M,M,6233305.142,2074201.925
M,M,6233594.925,2071474.904
P,P,6295268.48,1848181.11
P,P,6295492.739,1848143.92
P,P,6448228.202,1893327.768
M,M,6238855.946,2054514.238
M,M,6223519.346,2052664.189
M,M,6236515.523,2055253.334
M,M,6235603.412,2055080.13
M,M,6237983.108,2055026.929
5,L,6306848.149,2010158.379
5,L,6297899.02,1836478.469
9,R,6304411.162,1931885.656
5,L,6310315.945,1973601.253
5,L,6288135.298,1842949.819
M,M,6223562.357,2051858.198
M,M,6222449.301,2051931.891
M,M,6224663.774,2051871.149
M,M,6226227.567,2051593.235
M,M,6220323.084,2051021.379
M,M,6222072.837,2051051.912
M,M,6220673.181,2050957.099
6,U,6302135.487,1796086.067
P,P,6296366.308,1846397.213
5,L,6288319.552,1842764.782
5,L,6254987.427,1862162.141
5,L,6255423.996,1843608.792
M,M,6194308.128,2059343.717
M,M,6191004.099,2055848.095
M,M,6193041.453,2055284.941
M,M,6225830.132,2060622.945
5,L,6327762.198,2019701.645
P,P,6297822.979,1848863.001
P,P,6298394.9,1848978.448
M,M,6158570.657,2091011.08
M,M,6158818.394,2090881.822
H,7,6311313.991,1838062.0
6,U,6296940.57,1936997.297
P,P,6274243.821,1863800.651
Z,U,6369215.674,2016755.497
M,M,6220440.696,2058018.667
M,M,6186622.702,2082857.241
M,M,6186429.226,2082367.429
M,M,6187673.777,2082238.257
M,M,6191589.806,2083127.494
M,M,6200401.951,2081687.931
Z,U,6352053.395,1927528.588
M,M,6234648.444,2054365.385
5,L,6326273.076,2019589.594
5,L,6328281.141,1985910.925
Z,P,6271096.954,1909849.051
5,L,6270087.1,1979860.265
P,P,6292424.754,1843121.991
P,P,6270744.747,1980191.389
Z,7,6305739.043,2026533.961
W,W,6269408.811,1927045.076
W,W,6268968.89,1927629.881
5,L,6273550.309,1919148.59
5,L,6334616.0,1852238.101
Z,U,6323731.558,2047773.0
M,M,6233720.56,2049697.009
M,M,6227193.123,2051394.389
P,P,6297565.242,1883400.799
Z,7,6295487.974,2069736.648
P,P,6286683.059,2069589.718
5,L,6370027.151,1995555.724
6,U,6363370.402,1976094.712
M,M,6206168.545,2037796.009
M,M,6214036.544,2025460.563
9,R,6327335.454,1835546.983
5,L,6327431.113,1835926.793
5,9,6367505.616,2069673.424
5,L,6537933.67,1878997.448
5,9,6435825.315,2071084.741
5,9,6367599.051,2069585.522
P,P,6274863.228,1852501.814
M,M,6170644.869,2101589.591
M,M,6190044.191,2099454.187
5,L,6493245.87,1860073.983
5,L,6320874.291,1993769.889
Z,7,6271568.786,2039408.757
Z,7,6270466.046,2040956.396
M,M,6241438.378,2050956.324
Z,7,6267242.831,1944777.697
P,P,6310211.599,1823904.815
5,L,6398437.232,2016000.634
Z,U,6463612.869,1921110.205
M,M,6241002.608,2048665.451
M,M,6158826.324,2087304.613
5,L,6259303.492,1868445.035
Z,7,6293929.146,2046095.002
5,L,6291673.997,1848904.478
M,M,6297615.492,1787580.047
M,M,6297222.855,1787304.685
Z,U,6467600.556,1918708.911
Z,U,6471927.601,1926921.951
5,L,6265839.692,2078088.671
5,L,6469296.899,1968739.98
5,L,6469380.005,1968652.904
Z,U,6259123.872,2065308.95
M,M,6156859.215,2085297.311
5,L,6263530.023,1871273.522
5,L,6263663.364,1870534.487
M,M,6298184.515,1787530.478
M,M,6297855.93,1787905.746
5,L,6256842.088,1945732.32
Z,7,6274142.908,1941438.913
2,6,6283935.355,2065339.082
5,L,6256536.793,1889485.937
Z,7,6480057.5,2023815.996
7,7,6404815.545,2006503.228
Z,7,6339411.699,2045767.867
Z,7,6257442.658,1902775.57
Z,7,6335830.682,2009484.069
5,L,6266238.103,1942040.687
5,L,6266097.68,1942231.832
5,L,6338234.255,1890835.628
Z,7,6330480.601,1962671.685
5,L,6393205.434,1884229.231
P,P,6332142.562,1782087.066
P,P,6332556.949,1782074.769
6,U,6335529.458,1917098.073
P,P,6287049.999,1842721.502
5,L,6317288.959,1994591.326
5,L,6317371.544,1994634.789
Z,7,6278332.542,2037295.928
5,L,6271153.128,1982139.456
Z,7,6327666.727,1961170.136
Z,7,6320464.011,2022111.744
5,L,6421768.32,2075538.368
5,L,6302611.995,1799394.005
P,P,6332799.894,1783376.235
P,P,6331486.712,1782759.583
P,P,6331945.823,1783402.08
5,L,6302609.994,1799221.006
5,L,6302608.5,1799062.002
P,P,6332371.613,1783389.522
P,P,6286815.999,1842721.498
5,L,6251392.0,1938804.0
5,L,6251980.514,1938458.946
5,L,6251157.205,1938759.244
M,M,6219742.559,2051946.182
Z,7,6324852.401,1921665.574
5,L,6265892.096,1980871.218
5,L,6427366.243,1887542.192
Z,7,6317329.428,2004045.114
Z,7,6317207.369,2004903.271
Z,7,6317854.998,2004631.998
5,L,6302184.129,1799036.872
5,L,6316478.895,1818114.569
M,M,6222964.255,2052360.866
Z,7,6381711.885,1798239.921
Z,7,6386544.257,1799052.409
Z,7,6321764.065,1990097.266
5,L,6266086.789,1980063.363
M,M,6238633.249,2060984.014
M,M,6239454.687,2060842.259
M,M,6238713.709,2063366.766
Z,7,6318342.803,2003846.598
Z,7,6317564.69,2002035.3
Z,7,6353362.315,2041575.042
Z,7,6404781.262,1890233.391
P,P,6455796.905,1890820.561
5,L,6262437.049,1842336.715
5,L,6259450.225,1859436.376
4,C,6159654.846,2103588.665
Z,7,6323262.372,1812151.385
5,L,6258286.732,1854465.526
5,L,6271542.635,1852007.981
P,P,6295429.686,1829778.26
5,L,6324006.926,1811714.578
5,L,6418203.25,1883746.511
5,L,6349204.453,1781235.843
3,4,6320115.929,1813528.855
5,L,6491220.577,1863763.317
5,L,6256817.683,1888840.458
Z,7,6283140.007,2069255.53
3,4,6285516.0,1879979.92
Z,7,6321354.09,1813402.204
Z,7,6312941.098,2055410.242
5,L,6349696.671,1854665.712
Z,7,6283324.256,2070181.247
5,L,6266950.003,2069957.645
Z,7,6246715.748,1986808.953
Z,7,6246717.511,1986993.801
5,L,6344567.651,1923814.832
5,U,6480711.314,1910357.63
5,L,6403319.685,1805683.9
W,W,6359757.797,1907380.67
5,L,6342895.774,1847893.118
3,D,6299480.276,2021629.963
M,M,6198299.237,2049664.476
M,M,6226066.836,2051733.001
Z,7,6261145.203,1877361.93
M,M,6299861.252,1895295.185
5,L,6350352.03,2078468.642
5,L,6363698.0,1953035.0
5,L,6258324.173,1898606.697
M,M,6238208.119,2062881.689
Z,7,6309858.334,1801219.948
Z,7,6263034.198,1865129.111
Z,7,6310094.051,1977252.83
Z,7,6310103.919,1977309.89
Z,7,6310113.988,1977384.618
Z,7,6342258.833,1807432.892
Z,7,6342306.737,1807315.597
Z,7,6342452.952,1806888.082
Z,7,6342737.488,1806938.998
Z,7,6343981.119,1805514.389
Z,7,6344350.708,1805100.16
Z,7,6316534.62,1809758.621
5,L,6263727.542,1870328.633
5,L,6263740.035,1870216.676
5,L,6265601.854,1874584.024
5,L,6263541.232,1991562.244
Z,7,6236667.693,2011543.777
Z,7,6236793.082,2011749.774
4,5,6291178.485,2075106.865
5,L,6289889.203,1993943.23
M,M,6228120.979,2055886.016
M,M,6235081.42,2056529.019
M,M,6219658.025,2050555.291
5,L,6265875.597,1874835.847
5,L,6264001.548,1869972.011
W,W,6326005.292,1828214.442
Z,7,6267527.242,1894629.384
Z,7,6337659.415,2021555.588
Z,U,6271105.476,1975655.148
4,C,6339797.677,1806419.705
Z,7,6310338.042,2079529.557
Z,7,6421937.694,1888904.499
Z,7,6309252.456,2028526.845
Z,7,6309644.631,2027671.296
Z,7,6407622.07,1804754.491
Z,7,6220898.628,2018618.153
6,U,6341900.753,1796640.496
Z,7,6221439.341,2018592.26
Z,7,6220643.461,2018620.091
5,L,6243653.389,2048127.646
5,L,6321749.093,1998911.022
5,L,6348897.883,1821097.2
7,7,6308772.475,1843170.598
Z,7,6422600.491,1890020.117
5,9,6492446.889,1854721.707
Z,7,6310162.591,2027985.964
5,L,6268206.961,1989500.261
5,L,6237467.694,2035658.384
5,L,6300253.164,1992268.121
5,L,6299651.412,1986019.754
5,L,6302184.573,1988214.602
5,L,6227380.019,2021622.824
Z,7,6318670.339,1797600.348
5,L,6310837.567,1995308.547
Z,7,6303468.244,1936791.177
5,L,6298382.373,1874780.179
5,L,6299156.114,1874376.131
M,M,6211806.051,2026178.333
5,L,6237413.193,2035490.06
6,U,6248145.571,1946550.121
6,U,6248067.758,1946682.898
6,U,6247764.465,1946539.19
Z,7,6332668.907,1808617.857
5,L,6233259.108,1985976.596
M,M,6297798.887,1899323.465
M,M,6256531.669,1837436.847
M,M,6256642.942,1832142.277
M,M,6257342.912,1830787.368
Z,U,6328255.252,2049828.049
M,M,6257288.984,1837061.004
M,M,6256898.954,1837029.736
M,M,6256873.205,1837005.551
M,M,6257834.986,1837867.007
M,M,6257690.318,1837971.786
Z,7,6274209.632,2038449.29
5,L,6299842.877,1838435.183
M,M,6293771.341,1829647.206
Z,7,6342233.878,1807766.709
P,P,6252661.16,1933499.759
M,M,6256423.5,1837639.002
M,M,6256697.489,1837432.457
M,M,6256970.938,1837327.971
M,M,6256933.034,1837147.076
M,M,6256819.253,1838037.204
Z,7,6273318.533,2039053.781
M,M,6293229.988,1828932.95
3,D,6307285.614,1832522.097
M,M,6292438.726,1831205.448
P,P,6295473.953,1828757.214
M,M,6292844.746,1831822.312
5,L,6272560.912,1865903.213
5,L,6254930.39,1842004.536
7,7,6397556.632,1975859.485
M,M,6210780.327,2026756.358
M,M,6211334.758,2026772.799
5,L,6297331.778,1999580.939
M,M,6158448.308,2086394.519
M,M,6159399.208,2087946.476
M,M,6157992.793,2086260.534
M,M,6156597.852,2085605.807
M,M,6156482.604,2085448.657
M,M,6253610.019,2084163.512
M,M,6220085.41,2050344.448
Z,7,6356804.81,1869045.26
M,M,6296060.215,1891811.439
7,7,6351115.998,1877619.193
7,7,6351111.522,1877780.894
5,L,6515891.79,2068410.737
Z,U,6350533.736,2038868.749
5,L,6416355.662,2060332.361
5,L,6418901.319,2062250.972
M,M,6291372.537,1831012.947
5,L,6344778.346,1878871.942
5,L,6359698.629,1875083.925
Z,7,6346141.863,2036073.791
5,L,6494519.829,1872298.812
5,L,6479206.579,1879085.77
5,L,6293863.849,1867144.432
M,M,6210616.11,2027433.379
H,7,6303292.953,1838655.832
5,L,6331656.446,1844966.36
7,7,6316004.012,1983712.004
Z,7,6369005.414,1919714.42
5,L,6362034.151,1929748.842
M,M,6298423.996,1899311.493
Z,7,6347199.142,1862997.358
3,D,6258276.036,1855752.67
Z,U,6347127.628,2036910.455
Z,U,6348673.837,2052167.573
7,7,6422549.935,1817699.467
7,7,6397989.245,1975833.772
M,M,6212844.85,2040074.907
Z,7,6337425.43,1810848.312
6,U,6405790.198,1899574.476
5,U,6445550.713,1911001.43
W,W,6342365.486,1839305.437
Z,7,6291495.073,1963700.567
Z,7,6368484.994,1788638.821
Z,U,6396217.054,1823374.822
Z,U,6434758.656,1796551.039
Z,U,6443920.141,1789889.321
Z,U,6348507.418,1799470.453
M,M,6269971.02,1851604.059
5,L,6299408.246,1979829.598
M,M,6257303.789,1831141.438
M,M,6256782.262,1837657.879
M,M,6257068.685,1837131.121
5,L,6394270.68,1846450.826
Z,U,6377346.706,2044280.544
Z,U,6468913.101,1922097.976
Z,7,6351601.007,1816258.679
5,L,6349426.046,1816018.096
M,M,6256881.217,1837055.098
M,M,6256653.216,1836669.115
M,M,6256536.01,1838210.506
M,M,6257217.688,1837716.373
4,5,6383889.215,1995744.49
Z,7,6376762.739,1848388.355
Z,7,6263074.629,2074759.97
M,M,6255940.798,1836738.366
W,W,6341998.497,1810850.774
P,P,6335691.126,1828823.994
P,P,6289848.99,1790092.089
Z,7,6480071.452,2025699.969
5,L,6325161.039,2030347.999
5,L,6250472.436,2032363.024
M,M,6215283.373,2027985.803
M,M,6215386.642,2027625.443
M,M,6216237.025,2026147.779
M,M,6212551.153,2022897.352
5,L,6321159.216,1801322.162
5,L,6323149.985,1800736.284
M,M,6212722.447,2022031.611
5,L,6374692.794,1870934.759
5,L,6399676.179,2014382.233
Z,7,6332187.995,1810421.691
5,L,6345279.557,1810780.997
5,L,6344740.391,1810211.558
Z,7,6347240.638,1820677.105
H,L,6312328.53,1790370.37
H,L,6310803.155,1790098.068
M,M,6210705.537,2024941.081
M,M,6211579.004,2025129.999
M,M,6212018.672,2022111.593
M,M,6212187.145,2022727.736
M,M,6214672.331,2025480.221
M,M,6214961.049,2025770.713
Z,7,6350569.994,1858210.244
Z,7,6349505.196,1857122.278
5,L,6314001.028,1973369.418
5,L,6313769.194,1974204.664
5,L,6360504.472,1875625.42
5,L,6322208.425,1828031.169
5,L,6316517.284,1814706.36
Z,7,6332917.975,1809039.928
Z,7,6332596.526,1809661.52
Z,7,6220820.943,2013382.712
5,L,6301859.105,1996909.438
5,L,6301394.635,1996954.023
Z,7,6295392.5,2015693.992
5,L,6360878.267,1882619.067
Z,7,6350289.5,1858331.001
5,L,6330828.199,1865511.897
5,L,6301208.871,1996918.619
5,L,6300702.593,1996809.75
Z,7,6291196.983,1990491.0
7,7,6332083.767,2007956.675
Z,7,6247330.627,2010808.159
5,L,6343553.946,1805723.939
5,L,6313390.242,1974949.065
5,L,6347652.5,1815529.486
5,L,6311393.39,1994411.424
5,L,6311542.227,1994195.659
Z,7,6272800.379,2072593.996
Z,7,6273307.335,2071479.821
Z,7,6272289.422,2018605.346
Z,7,6272286.19,2018312.905
6,U,6243407.882,2013039.379
5,L,6356563.896,1932666.931
5,L,6295752.906,1949949.423
5,L,6295783.594,1950070.848
Z,7,6342541.149,1806903.918
Z,7,6342688.358,1806930.315
Z,7,6313946.496,1812716.998
6,U,6303113.982,1795925.495
6,U,6293764.297,1935930.576
Z,7,6341601.661,1810434.667
Z,7,6338003.414,1808515.217
Z,7,6343184.755,1808162.028
Z,7,6340931.026,1820939.922
5,L,6316307.008,1798799.5
5,L,6246811.851,2012696.042
5,L,6246954.048,2012973.074
5,L,6247398.566,2012826.221
Z,U,6276411.6,2008009.648
5,L,6267656.902,1988647.084
5,L,6296987.6,1916264.259
6,U,6303468.0,1795922.0
6,U,6303808.984,1795918.995
Z,7,6254687.129,2007018.511
Z,7,6254724.798,2006959.663
Z,7,6254592.41,2006905.782
4,2,6307742.199,1983992.117
Z,7,6307845.911,1983525.231
7,7,6351315.724,1877678.977
7,7,6351427.387,1877673.941
7,7,6351171.905,1877761.487
Z,7,6254923.879,2006462.094
Z,7,6329221.167,1815480.622
Z,7,6341728.046,1813108.362
5,L,6335023.152,1818863.845
5,L,6451364.165,1990865.506
5,L,6343346.912,1806024.53
4,C,6303852.752,2011125.155
W,W,6341685.203,1810961.484
Z,7,6334638.665,1813581.607
5,L,6334025.895,1816211.815
Z,7,6316872.962,2007199.61
5,L,6345720.981,1811299.636
Z,7,6342347.14,1807198.692
Z,7,6342406.185,1806943.013
Z,7,6342224.691,1807513.073
Z,7,6342736.795,1807398.874
5,U,6388052.149,2002479.985
Z,7,6309768.876,1801191.373
2,6,6299819.502,2004353.337
5,L,6438292.05,1874621.313
5,L,6431475.474,1875369.129
5,L,6439137.41,1874511.437
Z,7,6295966.491,1952306.366
5,L,6344347.293,1806907.251
6,U,6341252.793,1796393.509
Z,7,6342778.904,1807497.931
5,L,6343738.908,1805441.995
Z,7,6343858.946,1805698.044
M,M,6212549.794,2021722.042
M,M,6212611.102,2021488.468
Z,7,6352776.296,1866848.294
Z,7,6322234.656,1816866.813
Z,7,6321259.078,1817300.843
5,L,6310310.682,1974259.649
Z,7,6316345.713,2004128.243
Z,7,6316487.49,2002554.355
Z,7,6313612.54,1908074.328
Z,7,6312753.585,1906112.946
5,L,6324479.956,1797918.432
5,L,6322675.915,1799263.982
5,L,6322872.934,1799255.503
5,L,6327607.257,1812338.083
Z,U,6339786.761,1795275.381
Z,7,6298127.67,1953423.88
Z,7,6297707.387,1953362.646
5,L,6243997.105,2039846.835
5,L,6225641.819,2025541.693
5,L,6335057.074,1816745.481
Z,7,6352776.145,1866982.669
5,L,6436518.978,1874552.29
5,L,6438017.637,1874786.095
5,L,6256527.997,2035611.763
5,L,6344778.31,1805509.669
5,L,6322953.134,2001169.168
Z,7,6362354.487,1791183.675
Z,7,6261134.379,1961089.976
Z,7,6247272.571,2010964.31
5,L,6344700.798,1812525.718
5,L,6329583.188,1866109.716
5,L,6329403.992,1865934.649
5,L,6329331.35,1865907.694
Z,7,6312797.457,1805263.727
5,L,6297521.085,1953306.372
Z,U,6459448.081,1934840.477
5,L,6373783.494,1933306.634
5,L,6377616.415,1934241.687
Z,U,6428504.37,1875239.506
Z,U,6431255.777,1876415.878
Z,U,6434420.077,1874465.876
5,L,6435553.651,1873562.018
M,M,6210826.337,2025996.206
M,M,6210587.341,2024682.65
M,M,6210515.853,2024675.713
M,M,6211168.76,2024023.508
5,L,6336798.437,1816704.24
Z,7,6261060.75,1962187.397
5,L,6323004.927,1799249.482
5,L,6323365.605,1799275.429
5,L,6323215.533,1799245.734
5,L,6291512.129,1938728.733
5,L,6344557.992,1812800.894
P,P,6344514.362,1814305.642
Z,U,6341453.133,1946493.719
M,M,6216680.029,2036110.723
Z,U,6471825.702,1923444.227
Z,7,6366072.974,1890356.32
5,L,6438102.457,1874270.31
5,L,6320659.957,1800563.498
M,M,6211284.541,2024471.006
M,M,6211860.028,2024831.711
M,M,6211732.708,2024317.855
M,M,6212248.011,2022841.697
M,M,6213092.308,2025129.608
5,L,6342064.445,1821945.014
5,L,6264813.208,1989848.055
M,M,6212856.57,2035707.489
7,7,6257278.571,1898994.867
5,L,6306501.634,1832851.025
Z,7,6283593.55,1998951.276
Z,7,6258170.796,1902902.847
5,L,6344226.754,1923955.914
M,M,6237074.974,2060310.019
M,M,6176783.622,2088799.216
M,M,6177310.487,2088686.478
5,L,6324611.625,1861258.686
Z,7,6331661.269,1983161.511
5,L,6266040.788,2026915.326
5,L,6305802.379,1833021.408
5,L,6394707.136,2070554.399
5,L,6279330.515,1984248.981
M,M,6205336.006,2067880.982
M,M,6198228.891,2069237.163
4,C,6185281.749,2060524.528
5,L,6314587.303,1975953.421
M,M,6293692.539,1787963.238
5,L,6427018.874,1892829.351
Z,7,6374582.855,1917807.552
M,M,6228478.883,2055607.201
M,M,6241660.563,2051428.178
M,M,6241767.313,2051217.552
M,M,6241696.005,2051082.591
5,L,6298033.121,1883021.762
P,P,6244754.819,1972285.481
6,U,6330030.017,1936807.758
6,U,6329509.354,1936573.344
P,P,6245021.867,1972241.08
5,L,6266092.131,1981074.471
5,L,6360045.999,1865358.733
Z,7,6401408.859,2011285.195
5,L,6396318.459,1856436.833
P,P,6310685.99,1881875.368
P,P,6297906.998,1895307.504
P,P,6299383.507,1895929.766
5,L,6298395.524,1877364.64
4,C,6323032.677,1823735.557
5,L,6242784.142,2043002.72
5,L,6279815.49,1853000.543
P,P,6245678.098,1972467.271
5,L,6535289.003,1830645.92
Z,7,6323960.629,2048120.724
5,L,6282002.792,1988598.49
5,L,6224929.861,2004067.405
P,P,6244854.276,1972109.513
5,L,6535970.797,1830589.793
4,C,6264934.731,2049561.19
Z,7,6268601.999,2052254.5
Z,7,6259310.017,2066154.001
Z,7,6302362.037,2002456.165
Z,7,6303137.852,2002394.803
Z,7,6408675.496,2007440.206
W,W,6363118.859,1907852.323
Z,7,6267598.366,1945256.717
Z,7,6342441.623,2050731.996
5,L,6336066.473,1839677.986
5,L,6339582.558,2025988.531
5,L,6304169.501,2046740.205
5,L,6327913.299,1985667.529
Z,U,6349174.0,2038268.448
7,7,6476832.6,1880165.525
W,W,6313544.393,1941655.353
W,W,6361113.639,1907860.359
Z,7,6321203.654,1884227.858
P,P,6272750.396,1861871.171
Z,7,6261770.01,1900189.682
7,7,6541312.006,1825300.503
M,M,6206784.796,2073170.665
M,M,6209670.079,2071804.49
M,M,6210133.064,2071554.88
M,M,6207360.207,2071478.885
W,W,6313067.583,1941856.482
W,W,6323038.341,1960327.636
W,W,6323001.567,1960457.07
W,W,6323037.04,1960457.649
2,6,6271483.177,1999685.406
Z,7,6316130.0,1928876.084
5,L,6305285.594,2001316.839
3,4,6245577.0,1958370.001
5,L,6330390.997,1896137.001
5,L,6427241.204,2079000.168
Z,7,6260852.976,1902469.813
5,L,6326020.305,1954951.132
5,L,6316162.631,1863391.782
Z,7,6270287.971,2000236.414
5,L,6342173.238,1921155.668
Z,7,6331817.424,1881383.78
5,L,6245352.864,1954313.988
5,L,6249963.993,1965551.993
5,L,6330120.706,1896257.629
5,L,6330549.644,1896067.625
5,L,6420898.822,1915613.275
5,L,6378630.664,1959982.674
4,C,6289809.756,1952670.472
4,5,6283816.149,2078031.24
5,L,6342522.342,1924579.616
5,L,6300199.653,1949662.183
5,L,6299374.279,1949929.181
5,L,6325355.712,1953678.046
P,P,6244863.348,1971737.156
P,P,6245203.6,1972294.132
5,L,6341674.375,1923658.707
5,L,6353166.487,1841654.602
5,L,6229798.985,2012954.585
5,L,6249751.896,1965617.766
5,L,6334062.889,1872357.616
5,L,6336609.224,1871633.989
M,M,6207316.114,2070456.017
3,4,6283653.781,1874498.258
5,L,6265340.414,2077513.911
3,4,6301935.282,1844961.715
M,M,6224101.282,2068494.423
M,M,6214801.928,2069831.635
5,L,6323110.92,1852690.988
5,L,6265298.911,2077524.837
M,M,6232559.244,2061322.214
Z,U,6378125.769,1884024.69
Z,U,6377164.786,1883736.083
M,M,6225383.416,2062150.885
M,M,6218523.968,2096721.575
5,L,6324528.26,1861188.432
5,L,6324484.752,1861150.922
5,L,6324405.734,1861084.203
M,M,6159665.569,2101087.954
M,M,6160622.605,2100347.763
P,P,6343613.416,2020752.556
Z,7,6295500.677,1994786.85
M,M,6227468.462,2057594.732
M,M,6238030.999,2058954.501
M,M,6213685.629,2101711.03
M,M,6227468.992,2061108.5
M,M,6227581.979,2061105.99
M,M,6227865.982,2061034.089
M,M,6227281.668,2060798.076
M,M,6236820.635,2060431.069
Z,7,6257127.472,1902774.712
Z,7,6257246.957,1903027.425
M,M,6256923.566,1832160.514
M,M,6256791.866,1831761.856
M,M,6256809.047,1831369.219
6,U,6330835.665,1959792.219
3,D,6356008.367,1866904.917
Z,7,6354415.169,1866539.167
3,D,6355494.995,1866856.823
Z,7,6281495.884,2090862.725
Z,U,6349192.238,2039972.874
M,M,6227995.907,2056907.083
M,M,6227694.302,2056133.847
M,M,6236522.791,2055767.904
M,M,6227332.327,2055722.243
M,M,6237034.996,2058957.569
Z,U,6336449.989,2007949.832
5,L,6347149.0,1867413.0
P,P,6277833.395,1849912.674
Z,7,6274650.649,2049676.964
P,P,6278283.451,1848429.62
5,L,6342584.914,2005242.036
5,L,6315057.044,1784255.322
5,L,6264159.501,1870003.0
P,P,6298895.389,1849389.086
6,U,6529075.925,1843710.642
5,U,6529013.105,1843721.779
5,L,6527408.487,1836683.525
5,L,6527519.255,1836473.869
5,L,6527628.092,1836269.114
5,L,6527741.377,1836054.733
5,L,6361248.855,1872453.11
5,L,6254641.052,2017819.17
5,L,6337390.453,1881152.427
5,L,6255866.017,1899906.999
5,L,6253819.993,1897740.366
5,L,6527494.222,1848264.271
7,7,6350717.515,1867167.989
5,L,6351009.39,1866989.345
5,L,6247393.874,1878107.087
Z,7,6337666.356,1878885.339
Z,7,6233190.469,2024776.14
5,L,6247007.722,2012285.21
7,7,6274672.728,1867631.273
M,M,6256426.082,1837964.064
Z,7,6289665.939,1882310.421
Z,7,6311250.007,1839282.49
Z,7,6311212.383,1839327.11
Z,7,6311071.957,1839228.952
5,L,6370883.007,1970149.0
5,L,6314749.78,1918000.501
5,L,6246761.52,2012523.361
5,L,6299167.499,1874455.505
5,L,6247143.095,2012455.019
5,L,6257946.449,1898120.475
5,U,6528164.157,1840414.565
A,A,6273686.325,1932891.717
A,A,6274964.973,1933072.883
P,P,6258177.031,1841039.401
5,L,6527567.371,1848068.982
5,L,6282686.173,1837254.839
Z,7,6296518.08,1951630.747
3,4,6297808.553,1952129.061
Z,7,6264583.116,2085144.981
5,L,6527118.161,1839311.059
P,P,6280052.5,1849974.994
5,L,6297894.932,1992905.857
M,M,6254584.985,1837973.191
5,L,6477092.171,1881161.7
5,L,6305496.363,1832947.064
M,M,6294454.983,1829106.515
M,M,6294721.833,1828884.638
M,M,6294989.182,1828661.209
5,L,6259695.154,1858645.007
5,L,6282785.795,1856513.645
Z,7,6296895.218,1953053.891
5,L,6265862.614,1846351.936
5,L,6265879.596,1846360.614
5,L,6265706.382,1846382.582
3,4,6245821.0,1958369.0
5,L,6343162.956,1868119.393
5,L,6343166.587,1867945.587
5,L,6343297.397,1867879.023
Z,7,6343430.746,1869894.335
5,L,6313246.549,1831253.35
5,L,6313341.899,1830960.814
P,P,6306769.223,1874754.233
5,L,6296945.204,1952581.356
5,L,6266148.365,1846215.956
5,L,6265573.062,1846168.954
P,P,6245551.574,1972414.769
M,M,6242240.589,2066676.77
5,L,6282389.634,1856546.293
Z,7,6314575.205,1911835.923
5,L,6252830.816,2045287.369
5,L,6253042.319,2045360.617
Z,7,6264382.5,2029728.368
5,L,6265387.344,1846341.416
5,L,6265924.944,1846223.272
Z,7,6243038.767,2032926.152
Z,7,6253305.784,2013424.284
5,L,6242837.174,1958692.517
4,2,6331492.96,1879765.861
5,L,6333702.462,1879309.858
M,M,6244705.146,2069631.344
5,L,6256978.011,1843498.708
7,7,6259802.891,1902707.218
P,P,6307034.053,2073708.506
P,P,6306356.497,2073395.004
5,L,6258729.695,2017661.504
5,L,6263922.986,1870023.058
5,L,6271477.272,1846484.216
9,R,6270934.022,1846447.023
Z,7,6353946.104,1900395.498
Z,7,6353838.46,1900343.849
5,L,6322163.997,2001696.221
5,L,6322117.479,2002076.431
9,R,6270752.128,1846544.93
Z,7,6263190.396,1966353.236
Z,7,6229049.236,2028058.123
Z,7,6232122.5,2023258.002
9,R,6301316.052,1858126.352
9,R,6301246.343,1858885.243
P,P,6244679.479,1972179.277
9,R,6270364.424,1846599.499
9,R,6269740.259,1846589.829
9,R,6269901.033,1846587.595
9,R,6270275.463,1846571.825
9,R,6270332.306,1846517.252
5,L,6212879.17,2021078.0
5,L,6263727.519,1871248.504
5,L,6263881.562,1871460.175
5,L,6263719.5,1870445.981
M,M,6257366.572,1829580.92
M,M,6257429.405,1829619.815
M,M,6257348.6,1829263.718
M,M,6257367.485,1829127.09
Z,7,6231777.946,2023246.441
Z,7,6231730.828,2023480.516
Z,7,6231446.504,2023472.063
Z,7,6290110.484,2004294.818
Z,7,6244256.355,1965599.379
9,R,6271560.692,1846344.703
4,C,6267680.405,1996526.012
M,M,6258021.85,1830352.856
M,M,6258664.181,1830509.99
M,M,6256500.083,1836172.61
M,M,6257974.644,1835890.775
